id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,positive_count,negative_count,binh_luan_SP,binh_luan_Prices,binh_luan_services,label
11103,2171,miếng dán mỏng không_tý phí tiền,31/05/2022,20:27,1,213300058,0,2,1,1,0,bad
11104,2334,thoải_mái,2/5/2023,18:34,5,308500013,0,0,0,0,0,good
11105,2283,chất lỏng thấm khô da thích,4/4/2024,18:33,5,422215666,1,1,1,0,0,good
11106,1039,mùi ngửi,6/6/2020,22:37,3,422211490,0,0,0,0,0,neutral
11107,1017,dịu da giá_thành ổn,3/5/2023,9:22,5,204900056,2,0,1,1,0,good
11108,1082,nhiêu đọc review quyết_định ưng mùi thơm tẩy không_rát khô da,26/06/2022,17:47,4,422204910,2,2,1,0,0,good
11109,2298,trị mụn ưa_thích giúp lỡ chạm chỗ mụn không_nhân,4/9/2018,17:21,5,100250032,1,1,1,0,0,good
11110,904,hợp túi_tiền chất,13/04/2023,12:19,5,422204795,1,0,1,1,0,good
11111,1353,tiếp,7/9/2022,12:23,5,204900025,0,0,0,0,0,good
11112,2632,cảm thấm căng mịn thích trắng_da chờ thời đánh_giá được,10/7/2021,16:32,5,371600006,2,0,1,1,0,good
11113,746,ok chắt_tặng được,17/08/2022,22:14,5,100230059,1,0,0,0,1,good
11114,2325,thoải_mái,4/5/2023,10:05,5,308500013,0,0,0,0,0,good
11115,2427,đắp đốt mụn sưng hẵn sạch sợi bã,2/6/2021,12:25,5,308500018,2,0,1,0,0,good
11116,1062,tốt người,11/8/2023,14:52,5,422211183,1,0,0,0,0,good
11117,2252,giá chất tốt dùng,21/01/2022,11:28,5,245500010,1,0,0,1,0,good
11118,682,thích tẩy_trang,30/04/2023,19:05,5,200400004,1,0,0,0,0,good
11119,2187,yếu đắp diếp cá kháng_khuẩn mụn bọc mụn nội_tiết không_không_vệ kháng_khuẩn tốt mặt nát_sẹo mụn mất chắn lại,30/04/2024,1:06,5,422204775,1,1,1,0,0,good
11120,1992,phù_hợp da da dầu thấm da tốt lớp căng bóng nhờn giấy thấm dầu mịn hẳn,28/11/2022,17:21,5,249500027,4,0,1,0,0,good
11121,476,test thích đỉnh,2/4/2023,11:22,5,422216416,2,0,1,0,0,good
11122,760,ok giá rẻ yêu,17/02/2022,22:49,5,422216594,1,0,0,1,0,good
11123,1471,da hỗn_hợp thiên_dầu xài luôn rửa mặt mặt nhẹ_tưng thông_thoáng kiềm dầu,10/12/2021,21:39,5,422210980,2,0,1,0,0,good
11124,1850,không_giá hạt_dẻ bọt không_khô căng,21/10/2022,0:20,5,224100009,0,1,1,1,0,good
11125,749,chuẩn tẩy_trang quốc_dân,21/07/2022,20:04,5,200400004,1,0,1,0,0,good
11126,953,cosrx tràm trà không_khô da_rửa mặt da mặt,10/4/2023,12:35,5,422204795,0,1,1,0,0,good
11127,512,,29/08/2022,18:57,5,422216416,0,0,0,0,0,good
11128,276,,17/06/2021,13:34,5,205100136,0,0,0,0,0,good
11129,205,cảm_ổn lớp bóng nhẹ sirum,19/05/2022,23:21,5,422206648,1,0,0,0,0,good
11130,389,sữa rửa mặt êm,15/09/2023,21:51,5,422208975,1,0,1,0,0,good
11131,3371,review thử thực_tế không_nâng da nổi mụn da da_khỏe không_hề nổi mụn luôn,1/8/2022,12:27,3,358300001,1,2,1,0,0,neutral
11132,869,tốt,15/04/2023,22:10,5,204900128,1,0,0,0,0,good
11133,2278,đóng_gói kỹ_hộp chắn chất bôi da thấm tối bôi_không_thấm da dầu_bôi lớp mỏng ok sáng dậy da ẩm_không_khô trừ mùi thuốc_nhuộm thúi thúi chất thấm_công sáng da đợi tg giá được,12/10/2024,5:42,4,422202579,3,1,1,1,0,good
11134,1613,hoàn_toàn không_chất_kỳ kém,19/09/2022,20:26,1,422216416,0,2,1,0,0,bad
11135,2049,đợt không_mùi_hắc rít không_mấy,27/09/2022,13:04,5,249500027,0,1,1,0,0,good
11136,150,hợp dịu nhẹ da nhạy_cảm không_ngứa_kích_ứng giá_viên,14/03/2023,13:08,5,422211447,2,1,1,1,0,good
11137,165,xét trải_nghiệm tháng rửa mặt phài_đỉnh chóp luôn rửa sạch không_hề khô da pháp made france da cảm_da khỏe cerave giá rẻ chắn khuyên,19/10/2022,12:12,5,422208972,3,1,1,1,0,good
11138,2253,mùi hơi kiểu dạng mùi hóa chất_tẩy da mịn giá rẻ ổn,4/11/2021,1:26,4,245500010,2,0,1,1,0,good
11139,697,thoải_mái,29/04/2023,10:49,5,422205163,0,0,0,0,0,good
11140,1517,retinol thích da_mềm,22/11/2022,9:20,5,422209635,1,0,1,0,0,good
11141,1076,siêu êm_tẩy sạch mềm mượt_mịn da không_rửa mặt mùi hương thích,14/11/2022,16:11,5,422204910,5,1,1,0,0,good
11142,2323,dẽ,4/5/2023,13:15,5,422205160,0,0,0,0,0,good
11143,3883,tốt,12/6/2021,22:36,5,345800002,1,0,0,0,0,good
11144,244,thích_hợp da dầu da đổ dầu thử_dưỡng rít ngr dậy bóng_loáng mặt thích_hợp hằn sáng da mặt dầu hẳn thời đánh_giá tiếp,5/8/2021,22:49,5,422200306,3,0,1,1,0,good
11145,1377,hủ bôi da cảm_giác mát_mát thấm không_nhờn_rít cân_nhắc lại,24/12/2022,21:56,5,422207826,0,1,1,1,0,good
11146,2363,,30/04/2023,14:09,5,308500018,0,0,0,0,0,good
11148,53,da da_siêu xài êm trộm_vía ẩm da_aply da da mướt_xíu,18/08/2022,13:30,5,318900012,3,0,1,0,0,good
11149,162,tẩy sạch lại,6/1/2023,0:41,5,205100137,1,0,1,0,0,good
11150,3650,mụn mùi chịu,23/11/2023,19:33,5,100220037,0,0,0,0,0,good
11151,348,chất giá nhiêu tẩy_trang bổ rẻ,6/10/2019,15:22,5,205100136,0,0,0,1,0,good
11152,2927,mặt_nạ chất tiếc_chất chất_dư mặt đắp mặt_nạ lên ẩm da tốt da mụn nội_tiết trộm_vía đắp dịu dịu,29/04/2024,23:25,5,422207794,2,0,1,0,0,good
11153,279,tuyệt_vời nắp đậm sạch không_bết dính không_tấy đỏ rát da_giá hợp_lí rẻ,11/6/2021,21:05,5,205100146,2,3,1,1,0,good
11154,380,thân da dầu nổi mụn cerave item không_chăm da sĩ khuyên dùng,22/04/2024,15:21,5,422208973,0,2,1,0,0,good
11155,1494,tốt khuyên da dầu mụn nguyên_rửa mặt toner mụn kết tốt sửa,14/06/2020,14:52,5,204900128,1,0,1,0,0,good
11156,1430,đọc review tốt sirum da dầu_tậu tuýp thử mùi thơm nhẹ bọt tơi không_da kiểu sạch kít cảm_giác mềm đánh_giá tốt dịch_vụ tốt giá,22/09/2020,11:20,5,422211195,3,1,1,1,0,good
11157,505,rw vón tán_ngại đợt treatment_đô chống nắng dạng sữa không_nổi test thử trộm_vía hợp da kiềm dầu xịn_tán mịn không_hề vón mặt mịn mướt,2/11/2022,14:51,5,204900013,4,1,1,0,0,good
11158,1758,retinol laroche ok người,20/01/2022,10:54,5,100220035,1,0,0,0,0,good
11159,24,lọ ổn không_kích_ứng da nhạy_cảm mụn không_hợp da dầu toàn màu dương ok_tội không_màu_dương màu,31/08/2023,16:17,5,422208976,3,1,1,0,0,good
11160,1760,trang sạch không_hề khô_da phù_hợp cầu tẩy kcn makeup nhẹ_nhàng giá chất ổn,6/10/2019,22:27,5,223600026,3,1,1,1,0,good
11161,1019,đỉnh vô mát,2/5/2023,20:07,5,422200236,1,0,1,0,0,good
11162,74,da căng bóng da nổi_mẩn đỏ sưng không_hợp da da hỗn_hợp,17/03/2022,22:11,2,204900128,3,2,1,0,0,bad
11163,75,chất lỏng mịn thấm ẩm_phục_hồi da tốt serum dòng ưng lắm,13/09/2021,8:32,5,345800028,4,0,1,0,0,good
11164,2089,giá mềm_tích khủng_da hỗn_hợp khô_dầu chữ xài hợp_hơi mùi vòi xịt không_bật rửa mặt nắp_hơi,27/05/2024,10:15,4,422202569,1,1,1,1,0,good
11165,2709,chống nắng nhân_viên nhiệt_tình chăm_sóc tư_vấn phù_hợp da khách,28/10/2024,16:10,5,248700035,1,0,1,0,0,good
11166,2022,chất nhũ lấp_lánh trộm_vía,20/11/2022,16:33,5,422207413,0,0,0,0,0,good
11167,1175,ấm ok mùi nghệ nồng_lưu mặt hơi chịu,23/08/2022,16:21,4,422205673,1,1,1,0,0,good
11168,2321,thoải_mái,4/5/2023,13:43,5,308500018,0,0,0,0,0,good
11169,2307,xài mặt_nạ mụn ok lắm,23/10/2024,10:23,5,422205160,1,0,0,0,0,good
11170,573,tặng tẩy_trang,18/06/2024,16:45,4,253900006,0,0,0,0,1,good
11171,348,mùi tràm trà đắp da nóng nhẹ_không_đắp nhẹ_dưỡng chất thấm da không_nhờn_rít mask mask tủ_lạnh đắp trải_nghiệm tốt nhất,6/10/2019,15:26,5,422205162,1,1,1,0,0,good
11172,3351,da thấm da sáng căng bóng trông thấy,13/08/2023,13:53,5,222600057,2,0,1,0,0,good
11173,2230,tặng thử da mặt khô_mướt êm lắm giá_thành,24/05/2023,18:09,5,100180148,2,1,1,1,1,good
11174,2379,thoải_mái,29/04/2023,15:44,5,422205162,0,0,0,0,0,good
11175,813,skincare chống nắng mụn ẩn_tráng đỡ,5/4/2020,16:52,5,200400003,0,0,0,0,0,good
11176,231,tốt,9/1/2022,11:37,5,205100146,1,0,0,0,0,good
11177,3300,mùi sạch tốt_rửa sạch bụi bẩn mụn đen mụn hạt cứng không_thể trầy_da chà_xát mạnh xuyên hơi_hại da mặt da mụn mụn viêm,15/06/2022,10:55,4,207300009,3,2,1,0,0,good
11178,140,dịu da mụn sưng đỏ tốt thử ok hộp luôn,19/09/2024,12:46,5,308500009,4,0,1,0,0,good
11179,179,shiper mặt khuyên hơn,20/09/2022,12:20,4,205100137,1,0,0,0,0,good
11180,4039,ẩm ổn chất hơi ít,8/12/2020,22:51,4,365000014,2,0,1,0,0,good
11181,2472,nâng tone da đẹp_nhiên chất sữa_tán không_vón thấm không_bết dính da khô_xài lắm ưng bụng,14/05/2024,8:58,5,422204388,2,2,1,0,0,good
11182,2040,chống nắng mùi cồn nồng lắm,20/10/2022,10:55,2,422203145,0,1,1,0,0,bad
11183,1443,rấy dịu da giá_thành ổn,3/5/2023,16:20,5,204900128,2,0,1,1,0,good
11184,3611,ổn không_ổn_định không_hài lắm,26/04/2021,19:19,2,422216594,1,1,1,0,0,bad
11185,1806,,8/12/2016,7:52,5,100240016,0,0,0,0,0,good
11186,1466,tuýt đỉnh da nhạy_cảm ok,2/3/2022,8:26,5,204900128,2,0,1,0,0,good
11187,712,,27/04/2023,20:04,5,422200236,0,0,0,0,0,good
11188,3759,xài thích da dầu_xài,17/10/2019,14:22,5,345800015,1,0,1,0,0,good
11189,1468,tốt,6/1/2022,8:10,5,204900056,1,0,0,0,0,good
11190,121,tẩy tế_bào chết da da sạch êm,19/11/2023,12:00,5,245500001,2,0,1,0,0,good
11191,110,da sạch tẩy_trang laroche posay rẻ hơn laroche đỡ tiền laroche,7/9/2024,21:17,5,422208807,2,0,1,1,0,good
11192,2608,xài xài trắng căng mướt giá hsv xài hẳn,20/06/2023,14:06,5,371600006,1,0,1,1,0,good
11193,1317,,20/01/2022,14:41,5,253900004,0,0,0,0,0,good
11194,3642,thích da siêu_dầu dán không_mấy tiếng rớt nơi xài cồi phê,19/07/2023,12:18,5,226200018,2,1,1,0,0,good
11197,3543,tẩy trang_mền mịn rẻ xài,22/02/2021,7:12,5,237800005,1,0,1,1,0,good
11198,4213,xài tốt môi hồng màu_nhiên dưỡng ẩm_thơm nhẹ tiếp,21/06/2022,12:47,5,422209444,3,0,1,0,0,good
11199,220,tẩy masacara không_trôi ổn không_kích_ứng hơi ẩm da,17/02/2022,21:09,5,422211447,2,1,1,0,0,good
11200,3050,đắp hơi nóng_rửa da mịn sự,17/04/2023,19:45,5,422206100,1,0,1,0,0,good
11201,354,giá_thành hợp_lý sạch chịu,4/8/2019,20:33,5,422211447,2,0,1,1,0,good
11202,1142,dịu nhẹ_kỳ không_kích_ứng da mịn_màng ẩm ẩm_thích lắm,25/10/2023,20:32,5,422207866,4,1,1,0,0,good
11203,1773,tốt mềm tội hết,11/7/2021,10:46,5,207500007,1,0,0,0,0,good
11204,795,thẩm_thấu thích_hợp da dầu hỗn_hợp giá ổn,16/03/2020,14:21,5,422212097,4,0,1,1,0,good
11205,2227,thấm mịn da ngủ dậy cảm_giác khô không_đổ dầu,4/11/2023,5:53,5,100180148,1,1,1,1,0,good
11206,2526,trang mềm dày không_sợ rách không_hề rát luôn giá rẻ_bì đẹp chắn lại,9/8/2021,13:16,5,422203300,1,2,1,1,0,good
11207,24,lọ ổn không_kích_ứng da nhạy_cảm mụn không_hợp da dầu toàn màu dương ok_tội không_màu_dương màu,31/08/2023,16:17,5,422208972,3,1,1,0,0,good
11208,744,ok được,5/9/2022,10:41,3,200400003,1,0,0,0,0,neutral
11209,1854,ok cá_nhân không_khô_rửa không_mùi dị_ứng bạc hà_né không_rửa cở mụn đỏ_dịu liền,7/4/2022,0:33,5,204900145,1,1,1,0,0,good
11210,2714,thích,27/04/2024,7:10,5,422211276,1,0,0,0,0,good
11211,1625,cồi mụn mặt klenzit tiện yêu,8/1/2022,2:34,5,422208181,0,0,0,0,0,good
11212,4285,tốt da_cảm_da mềm_mại muot,24/11/2021,22:07,5,100230026,1,0,1,0,0,good
11213,1192,giá rẻ da mụn không_finish đỉnh mướt mượt nâng tone nhẹ,15/05/2022,14:31,5,249500007,3,1,1,1,0,good
11214,665,thích tẩy_trang,5/5/2023,18:32,5,100230056,1,0,0,0,0,good
11215,1876,nhẹ môi,5/11/2021,16:09,5,422209443,0,0,0,0,0,good
11216,1204,thấm không_bết dính cảm_giác,15/09/2021,7:09,5,422217292,0,2,1,1,0,good
11217,122,điểm,17/11/2023,15:58,5,205100137,0,0,0,0,0,good
11218,1452,không_xài cần,5/11/2022,18:01,5,422210784,0,1,1,0,0,good
11219,700,thoải_mái,27/04/2023,16:08,5,422205164,0,0,0,0,0,good
11220,4204,đắp da mát mịn rẻ,21/10/2022,11:10,5,422205811,1,0,1,1,0,good
11221,1114,thích đêm kết_cấu dạng thấm da mùi thơm ẩm tốt,30/10/2021,1:30,5,223600039,5,0,1,0,0,good
11222,2031,mẫu màu lớp luôn màu màu tím chân,26/10/2022,11:16,5,422203145,0,0,0,0,0,good
11223,2517,dòng srm chân tuyp thử ok da nhờn khô_hở tí nổi mụn điểm,25/12/2022,17:11,5,422206537,1,2,1,0,0,good
11224,170,da dầu chữ mụn viêm đánh_giá nắp dương_nhạt xài ổn không_lây mụn ẩn_nắp dương đậm_xài mụn_ẩn nhiều,18/11/2022,11:10,4,205100137,2,1,1,1,0,good
11225,2459,,10/1/2020,14:31,5,308500015,0,0,0,0,0,good
11226,831,hài chống nắng kiềm dầu giá livestream gấp da dầu xài rocpoche da ok aply ổn hồi lớp finish đẹp laroc laroc vàng khè da,2/11/2024,18:54,5,422216990,3,0,1,1,0,good
11227,808,cực giá oke miếng dính mặt chắn dày dặn,21/08/2020,12:48,5,422203809,1,0,0,1,0,good
11228,1034,bình,5/11/2022,19:49,3,308500004,0,0,0,0,0,neutral
11230,695,thoải_mái,29/04/2023,11:43,5,308500018,0,0,0,0,0,good
11231,3153,da da khô sữa rửa mặt nổi_mẩn liti dị_ứng tiên_tưởng sirum cân_nhắc,24/05/2022,13:15,1,422202362,0,1,1,0,0,bad
11232,2439,ưng mặt_nạ_rệt chăm_xông mặt đắp mặt_nạ,2/11/2020,14:47,5,308500009,1,0,0,0,0,good
11233,2449,mặt_nạ ok_thể mũi_hụt chân mũi,11/6/2020,19:40,5,308500018,1,0,0,0,0,good
11234,341,giá rẻ mùi mùi tốt chức_trách,14/03/2020,15:49,5,100220010,1,0,0,1,0,good
11235,4084,ê không_tưởng dương_xài đêm_dưỡng ẩm_ổn hồng_môi xài tuýp sương sương giá rẻ xài,8/8/2023,1:18,5,422209443,3,1,1,1,0,good
11236,726,đơn kèm quà tặng không_quà tặng,12/4/2023,11:53,4,100230064,0,1,1,0,1,good
11237,569,serum ok_năng tone da da hơi ngăm nâng,14/09/2024,13:22,5,253900006,1,0,1,0,0,good
11238,3923,vẻ ổn,2/2/2023,14:42,3,365000014,1,0,0,0,0,neutral
11239,1232,trang xài ổn giá hợp_lý đáp_ứng cầu,10/5/2024,9:08,5,422212331,2,0,1,1,0,good
11240,3385,dịch_vụ không_tốt_vẻ,7/1/2024,15:21,2,100210015,1,1,1,0,0,bad
11241,796,tốt,26/01/2021,17:42,5,100230057,1,0,0,0,0,good
11243,2312,mát sạch da_óc khoái,4/5/2023,22:07,5,308500018,1,0,1,0,0,good
11245,2393,thoải,28/04/2023,10:08,5,308500009,0,0,0,0,0,good
11246,2415,tác da dầu da,23/01/2022,16:12,5,422205163,0,0,1,0,0,good
11247,168,da dầu mụn tẩy_trang meakup nhẹ không_nổi mụn không_kích_ứng không_hương cồn không_nhờn dính mượt_không_khô da,19/11/2022,20:56,5,205100137,1,2,1,0,0,good
11248,679,thích tẩy_trang,1/5/2023,18:36,5,200400003,1,0,0,0,0,good
11249,182,tẩy sạch toàn da da dầu_nhờn dầu lắm hôm sáng vội kịp tẩy_trang mặt dầu luôn,15/09/2022,12:12,5,422211446,2,0,1,0,0,good
11250,2997,da khô review thử da khô chống nắng da_ổn nâng tone nhẹ set lại ưu_trời liên_tục tiếng ổn da không_đổ dầu bết rít nhẹ văn_phòng_thể hơn da khô thử ẩm yên_tâm,24/05/2023,16:39,5,422212330,3,2,1,0,0,good
11251,186,tốt rửa mặt sạch ổn,13/03/2022,13:38,5,422202362,3,0,1,0,0,good
11253,1585,ổn,30/10/2023,12:08,5,422203809,1,0,0,0,0,good
11254,914,thích luôn,12/4/2023,14:35,5,204900056,1,0,0,0,0,good
11255,411,tốt,10/4/2023,19:53,5,422208974,1,0,0,0,0,good
11256,700,thoải_mái,27/04/2023,16:08,5,308500004,0,0,0,0,0,good
11257,650,,25/12/2023,20:30,5,100230057,0,0,0,0,0,good
11258,61,mặt_nạ_dưỡng chất hơi ít,31/12/2020,16:28,5,365000012,0,0,0,0,0,good
11259,2562,mỏng nhẹ nâng không_bết rít không_chê được,26/01/2024,4:55,5,308900002,0,2,1,0,0,good
11260,162,tẩy sạch lại,6/1/2023,0:41,5,422211446,1,0,1,0,0,good
11261,1344,khánh được hộp đựng hơi móp đơn_vị vận_hơi quấn túi hơi kỹ_gỡ lớp băng mệt_xỉu luôn mặt_nạ tặng kèm quấn túi hơi cảm_hashaki đóng_gói ưng chất không_bàn khâu đóng_gói chăm_sóc hàng,22/10/2020,15:03,5,253900003,1,1,1,0,1,good
11262,1555,tốt da dầu_rửa sạch mịn da thích luôn,26/05/2022,11:28,5,422214146,4,0,1,0,0,good
11263,2016,xài tốt xài tuýp nâng tone hợp_học giá ổn,20/11/2022,18:08,5,249500019,3,0,1,1,0,good
11264,69,hợp da mụn hơi sợ mặt căng da hơi mùi hương thơm,16/11/2021,17:25,3,422203506,2,0,1,0,0,neutral
11265,687,thích tẩy_trang,30/04/2023,18:38,5,422216594,1,0,0,0,0,good
11266,1798,chất lỏng nhẹ da phản_chiếu ánh_sáng đẹp nâng tone da nhẹ giá,4/4/2020,22:34,5,249500028,2,0,1,1,0,good
11267,4036,bổ rẻ,17/03/2021,8:34,5,365000016,0,0,0,1,0,good
11268,1615,tốt,30/04/2022,1:08,5,422208181,1,0,0,0,0,good
11269,2385,thoải_mái,29/04/2023,11:42,5,308500037,0,0,0,0,0,good
11270,297,xài màu dương_chắn không_mềm_mại quan_không_xơ mặt chùi,11/4/2021,12:20,5,207500008,0,1,1,0,0,good
11271,1318,serum thấm dịu da tốt,20/12/2021,18:36,5,422211878,2,0,1,0,0,good
11272,760,gói kĩ_lém lưôn đắp xét,4/5/2022,18:53,5,422206103,0,0,0,0,0,good
11273,1451,ưng_tích sạch da mặt tốt nhiên mùi hóa hơi nồng_khô xài treatment da căng khô_dưỡng ẩm liền da khô kị mùi nồng_xét lại tổng_thể tương_đối tốt,2/3/2023,21:06,4,100190059,5,2,1,0,0,good
11275,2128,tốt mịn,11/9/2023,21:28,5,237800005,2,0,1,0,0,good
11276,2533,tốt da dầu mụn mụn viêm mụn ẩn_trị không_tí da dầu chữ nữa tiếp_tục,15/11/2020,16:08,5,100210020,2,1,1,0,0,good
11277,1835,tốt da dầu,26/04/2021,12:53,5,422206537,1,0,1,0,0,good
11278,2769,tốt giá tiền mụn sáng da sạch cảm_thích sau,17/09/2018,15:42,5,224100008,4,0,1,1,0,good
11279,2921,hôm hôm liền êm mát mịn hè hợp_lý lắm điểm,14/05/2022,18:08,5,253900010,3,0,1,0,0,good
11280,4070,pel tặng dùg chấm vỗ đừng tròn bệch thấm review khít lỗ chân lông tốt,23/02/2024,20:42,5,422214342,1,0,1,0,1,good
11281,595,chất mịn da trắng nâng tệp da đẹp_hơi dính màu ktrang mồi hôi_mép mũi màu trắng không_thích lắm,31/03/2023,9:17,4,253900006,3,2,1,0,0,good
11282,2942,phầm thích,21/04/2023,13:07,5,200500293,1,0,0,0,0,good
11283,1623,thích giá megaduo rẻ,14/01/2022,13:23,5,422208181,1,0,0,1,0,good
11284,2736,sirum sạch xài,19/04/2023,21:46,5,248700072,1,0,1,0,0,good
11286,791,phù_hợp da trang mắt bioderma tốt,5/5/2021,21:42,5,100230059,2,0,1,0,0,good
11287,1023,mùi hương_mát giá_thành ổn,2/5/2023,13:50,5,422206537,1,0,1,1,0,good
11288,1942,,18/11/2023,15:46,5,422209262,0,0,0,0,0,good
11289,2651,bịch ưng chất mịn không_xơ_giá,10/7/2021,21:13,5,422203301,2,1,1,1,0,good
11290,761,mát lạnh sạch da_dịu nhẹ thích định tiếp_tục,13/02/2022,17:34,5,100230059,3,0,1,0,0,good
11291,695,thích tẩy_trang,29/04/2023,18:46,5,422216594,1,0,0,0,0,good
11292,4014,dịu nhẹ không_kích_ứng da mụn sạch ổn đối_da chống nắng,5/5/2023,15:17,4,422202151,3,1,1,0,0,good
11293,3948,dòng bio chất da mịn hôm chất nữa,1/4/2021,6:11,5,222600030,1,0,1,0,0,good
11294,2350,,1/5/2023,11:57,5,308500018,0,0,0,0,0,good
11295,415,,15/03/2023,7:31,5,422208973,0,0,0,0,0,good
11296,1633,tẩy da chết tạm ổn rửa mặt da trông sáng da,10/12/2021,23:47,5,245500009,2,0,1,0,0,good
11297,2323,mùi hương_mát giá_thành ổn,4/5/2023,13:01,5,204100054,1,0,1,1,0,good
11298,2341,thoải_mái thư,2/5/2023,10:27,5,308500009,0,0,0,0,0,good
11299,2439,ưng mặt_nạ_rệt chăm_xông mặt đắp mặt_nạ,2/11/2020,14:47,5,308500018,1,0,0,0,0,good
11300,3396,ok đóng_gói dán vỏ gỡ dính,10/10/2024,8:26,5,422204659,1,0,0,0,0,good
11301,3490,kết_cấu dạng bôi mát da mùi nhẹ không_mùo thơm lớp da chết xuất_hiện thân đặc_mảng chết sạch mịn da hơn,26/07/2018,8:18,5,222600006,4,1,1,0,0,good
11302,387,dán,23/09/2023,9:53,5,422208973,0,0,0,0,0,good
11303,812,review tẩy_trang hài_xài thử trang sạch dịu da không_dấu da ửng đỏ châm_chít luôn trang định tẩy_trang bioderma lựa tốt,18/05/2020,21:01,5,100230056,3,1,1,0,0,good
11304,2346,thoải_mái,1/5/2023,16:47,5,422205164,0,0,0,0,0,good
11305,1277,trang tốt,21/04/2022,16:42,5,204900005,1,0,0,0,0,good
11306,93,tốt,14/05/2021,15:44,5,318900012,1,0,0,0,0,good
11307,2025,nhân_viên tư_vấn màu_da mụn đỏ thử đánh_giá sau,19/11/2022,14:01,5,422203145,0,0,1,1,0,good
11308,1509,xài trộm_vía sáng da ẩm tốt thực_tế chất thấm không_lớp ẩm_da ẩm_bình bôi_cảm yên_tâm lưu giá rẻ không_rẻ,24/01/2024,21:31,5,422211549,3,1,1,1,0,good
11309,2356,thoải_mái,30/04/2023,18:13,5,308500009,0,0,0,0,0,good
11310,33,tốt,27/04/2023,15:08,5,318900011,1,0,0,0,0,good
11311,1733,da mềm mịn sáng hơn,20/11/2023,10:28,5,100210014,3,0,1,0,0,good
11312,1770,xài tháng cải_thiện lỗ chân lông cảm da hơi khô,22/07/2021,10:20,4,100240016,0,1,1,0,0,good
11313,1875,đặc_phút cảm_giác da mặt set da_ứng dưỡng ẩm kĩ_da hỗn_hợp khô đỏ dầu mũi kiềm dầu kém da cánh mũi khô hơi mốc nhẹ tổng_thể ổn lại,31/01/2021,16:10,5,223600010,3,2,1,1,0,good
11314,1782,da mụn_ẩn tốt đỡ mụn hẳn,31/03/2021,11:04,5,100220035,1,0,1,0,0,good
11315,2267,,11/7/2020,11:31,2,422220606,0,0,0,0,0,bad
11316,317,trang tốt không_rát da,27/10/2020,9:35,4,422208807,1,2,1,0,0,good
11317,1336,da da dầu mụn trời không_hợp_kích_ứng cồn,13/12/2021,9:44,3,318900019,1,1,1,0,0,neutral
11318,608,da khô xài thích xài cảm_giác sạch hơi khô mịn đoa serum thời mụn_ẩn luôn,5/2/2023,17:19,5,422210980,3,1,1,1,0,good
11319,1781,bha chữ_tiết dầu nhiều,5/4/2021,17:21,5,100220035,0,0,0,0,0,good
11320,121,da hỗn_hợp khô_tiết dầu chống nắng ổn êm nâng nhẹ,19/11/2023,11:25,5,422212100,3,1,1,0,0,good
11321,1831,tốt luôn,28/06/2021,8:08,5,204900025,1,0,0,0,0,good
11322,4323,mặt_nạ ôm sát mặt ẩm đỉnh mịn,25/08/2023,14:20,5,251900024,3,0,1,0,0,good
11324,29,xài,1/7/2023,23:38,5,201600074,0,0,0,0,0,good
11325,738,,17/10/2022,21:11,4,422216594,0,0,0,0,0,good
11326,714,ưng ý,20/04/2023,18:22,5,200400004,1,0,0,0,0,good
11327,2994,xài chất ok đẹp thấm da lớp mỏng nhẹ,31/07/2023,11:28,5,422209420,2,0,1,0,0,good
11328,2711,chống nắng siêu_đỉnh tiếc da thiên_dầu treatment kiếm dòng chống nắng dùng laroche posay không_nâng tone da tone nữa tư_vấn không_bí da_bết dính kiềm dầu tốt nâng tone mỏng nhẹ,24/07/2024,14:28,5,422211276,2,3,1,0,0,good
11329,2349,thoải_mái,1/5/2023,12:01,5,308500015,0,0,0,0,0,good
11330,2756,nâng không_hề ảo thử hết,29/04/2022,16:57,4,248700035,0,1,1,0,0,good
11331,1438,xuyên tốt,20/05/2024,7:18,5,422210980,1,0,0,0,0,good
11332,3686,tốt,19/07/2022,14:28,5,232500001,1,0,0,0,0,good
11333,1448,dịu da không_kích_ứng định sirum luôn,9/4/2023,20:45,5,100190059,1,1,1,0,0,good
11334,1155,mùi hắc mùi khoáng bù xài da ẩm_mượt cũ xài thời da hơi châm_chít nhẹ chỗ mụn viêm,31/08/2022,23:31,4,200900037,3,1,1,0,0,good
11335,3015,,15/12/2016,12:33,5,100150065,0,0,0,0,0,good
11336,2498,mùi hương_mát giá_thành ổn,3/5/2023,18:13,5,204100054,1,0,1,1,0,good
11338,262,yên_tâm chuẩn,15/07/2021,21:57,4,205100137,1,0,1,0,0,good
11339,2260,mịn da mùi hơi nồng,23/04/2021,2:03,5,245500010,1,1,1,0,0,good
11340,1455,giới_thiệu dòng sirum sirum cồn không_vấn đề_sirum da nhạy_cảm không_cồn bất_ngờ dị_ứng tiên_mụn mọc khắp mặt rửa muối_lý nửa hết không_đánh giá không_tốt không_hợp khuyên test thử da nhạy_cảm,24/07/2022,17:39,2,204900056,2,1,1,1,0,bad
11341,3217,không_chất kém,15/03/2021,13:30,1,422205164,0,2,1,0,0,bad
11342,1501,trộm vía_hợp olay,5/10/2024,22:29,5,206400019,1,0,1,0,0,good
